,v,vw,o,c,h,l,n,date,prev_close,daily_return,abs_daily_return
435,6897,0.936,0.93658,0.93556,0.93674,0.934929,6897,2023-11-13 15:00:00,0.93658,-0.0010890687394563422,0.0010890687394563422
436,5065,0.9349,0.93549,0.93463,0.93584,0.934056,5065,2023-11-13 16:00:00,0.93556,-0.0009940570353584874,0.0009940570353584874
437,3770,0.9345,0.93462,0.9347,0.93509,0.933794,3770,2023-11-13 17:00:00,0.93463,7.489594812922172e-05,7.489594812922172e-05
438,3461,0.9348,0.93492,0.93441,0.9354,0.933881,3461,2023-11-13 18:00:00,0.9347,-0.00031025997646304964,0.00031025997646304964
439,3165,0.9345,0.93441,0.93437,0.93481,0.933794,3165,2023-11-13 19:00:00,0.93441,-4.280776104700183e-05,4.280776104700183e-05
440,2693,0.9344,0.93439,0.93463,0.93463,0.933968,2693,2023-11-13 20:00:00,0.93437,0.00027826235859448287,0.00027826235859448287
441,1540,0.9346,0.93461,0.9345,0.93476,0.9343,1540,2023-11-13 21:00:00,0.93463,-0.0001390924750970582,0.0001390924750970582
442,1245,0.9345,0.9345,0.9345,0.9347,0.93419,1245,2023-11-13 22:00:00,0.9345,0.0,0.0
443,895,0.9345,0.93456,0.93442,0.9347,0.9341,895,2023-11-13 23:00:00,0.9345,-8.560727661847938e-05,8.560727661847938e-05
444,1633,0.9344,0.93437,0.93456,0.9347,0.9341,1633,2023-11-14 00:00:00,0.93442,0.00014982556024048925,0.00014982556024048925
445,2080,0.9348,0.93456,0.93465,0.93501,0.9343,2080,2023-11-14 01:00:00,0.93456,9.630200308170102e-05,9.630200308170102e-05
446,1819,0.9346,0.93468,0.93472,0.93482,0.9341,1819,2023-11-14 02:00:00,0.93465,7.4894345476932e-05,7.4894345476932e-05
447,1842,0.9348,0.93471,0.93483,0.93496,0.9345,1842,2023-11-14 03:00:00,0.93472,0.00011768230058205077,0.00011768230058205077
448,1353,0.9347,0.93486,0.934754,0.9349,0.9344,1353,2023-11-14 04:00:00,0.93483,-8.12982039516019e-05,8.12982039516019e-05
449,1821,0.935,0.93488,0.93492,0.93517,0.934579,1821,2023-11-14 05:00:00,0.934754,0.00017758683033183007,0.00017758683033183007
450,2071,0.9348,0.93492,0.93462,0.93505,0.9343,2071,2023-11-14 06:00:00,0.93492,-0.0003208830702091804,0.0003208830702091804
451,3388,0.9342,0.93461,0.934,0.93475,0.933445,3388,2023-11-14 07:00:00,0.93462,-0.0006633712096894502,0.0006633712096894502
452,4267,0.9343,0.93398,0.934492,0.93489,0.9334,4267,2023-11-14 08:00:00,0.934,0.0005267665952890117,0.0005267665952890117
453,4618,0.9337,0.93473,0.93318,0.93492,0.9328,4618,2023-11-14 09:00:00,0.934492,-0.0014039713555600046,0.0014039713555600046
454,4523,0.9325,0.93315,0.93267,0.93325,0.9317,4523,2023-11-14 10:00:00,0.93318,-0.0005465183565871648,0.0005465183565871648
455,3581,0.9328,0.93266,0.93289,0.93324,0.9323,3581,2023-11-14 11:00:00,0.93267,0.00023588193037194074,0.00023588193037194074
456,3475,0.9325,0.93289,0.93274,0.93292,0.932053,3475,2023-11-14 12:00:00,0.93289,-0.00016079066127837525,0.00016079066127837525
457,9001,0.9285,0.93273,0.92684,0.93328,0.925669,9001,2023-11-14 13:00:00,0.93274,-0.006325449750198358,0.006325449750198358
458,10314,0.9244,0.92688,0.92307,0.92688,0.9227,10314,2023-11-14 14:00:00,0.92684,-0.0040675844806008065,0.0040675844806008065
459,8117,0.9231,0.92307,0.92267,0.9243,0.922084,8117,2023-11-14 15:00:00,0.92307,-0.00043333658335766083,0.00043333658335766083
460,6854,0.9213,0.9227,0.92077,0.9228,0.9202,6854,2023-11-14 16:00:00,0.92267,-0.0020592411154584118,0.0020592411154584118
461,5249,0.9205,0.92077,0.91971,0.92129,0.9194,5249,2023-11-14 17:00:00,0.92077,-0.0011512103999912573,0.0011512103999912573
462,3987,0.9197,0.91972,0.91996,0.92006,0.9191,3987,2023-11-14 18:00:00,0.91971,0.0002718248143436219,0.0002718248143436219
463,3591,0.9196,0.91997,0.91897,0.92012,0.9187,3591,2023-11-14 19:00:00,0.91996,-0.0010761337449454829,0.0010761337449454829
464,3109,0.9188,0.9188,0.91888,0.91928,0.918274,3109,2023-11-14 20:00:00,0.91897,-9.793573239596884e-05,9.793573239596884e-05
465,1801,0.9192,0.91888,0.919,0.91946,0.918695,1801,2023-11-14 21:00:00,0.91888,0.00013059376632423055,0.00013059376632423055
466,1013,0.9192,0.919,0.91932,0.91948,0.9188,1013,2023-11-14 22:00:00,0.919,0.00034820457018496946,0.00034820457018496946
467,1284,0.919,0.91935,0.91925,0.91935,0.9187,1284,2023-11-14 23:00:00,0.91932,-7.614323630511083e-05,7.614323630511083e-05
468,2534,0.9198,0.91926,0.91996,0.9203,0.919,2534,2023-11-15 00:00:00,0.91925,0.0007723687788958264,0.0007723687788958264
469,2611,0.9198,0.91993,0.91974,0.92015,0.9194,2611,2023-11-15 01:00:00,0.91996,-0.00023914083221009388,0.00023914083221009388
470,2768,0.9195,0.91973,0.91921,0.91988,0.9189,2768,2023-11-15 02:00:00,0.91974,-0.0005762498097288695,0.0005762498097288695
471,2125,0.9191,0.919,0.91891,0.91943,0.9187,2125,2023-11-15 03:00:00,0.91921,-0.00032636720662304256,0.00032636720662304256
472,1429,0.9189,0.91891,0.91928,0.91929,0.9185,1429,2023-11-15 04:00:00,0.91891,0.0004026509669064233,0.0004026509669064233
473,2484,0.9193,0.91927,0.91972,0.91973,0.918864,2484,2023-11-15 05:00:00,0.91928,0.00047863545383343046,0.00047863545383343046
474,2789,0.9196,0.9197,0.91968,0.91979,0.9191,2789,2023-11-15 06:00:00,0.91972,-4.349149741217869e-05,4.349149741217869e-05
475,4210,0.9199,0.91948,0.91968,0.92037,0.919287,4210,2023-11-15 07:00:00,0.91968,0.0,0.0
476,5706,0.9196,0.91968,0.9199,0.92024,0.9189,5706,2023-11-15 08:00:00,0.91968,0.0002392136395267897,0.0002392136395267897
477,5497,0.9212,0.91985,0.92147,0.92212,0.91985,5497,2023-11-15 09:00:00,0.9199,0.0017067072507880858,0.0017067072507880858
478,3963,0.9212,0.92147,0.921,0.92159,0.9207,3963,2023-11-15 10:00:00,0.92147,-0.0005100545866929693,0.0005100545866929693
479,3749,0.9206,0.92107,0.92028,0.92115,0.919879,3749,2023-11-15 11:00:00,0.921,-0.0007817589576547817,0.0007817589576547817
480,3899,0.9208,0.92025,0.92049,0.92127,0.919879,3899,2023-11-15 12:00:00,0.92028,0.00022819142000265517,0.00022819142000265517
481,7968,0.9207,0.92048,0.92084,0.92249,0.91848,7968,2023-11-15 13:00:00,0.92049,0.00038023226759656425,0.00038023226759656425
482,7991,0.9217,0.92084,0.92277,0.92316,0.920556,7991,2023-11-15 14:00:00,0.92084,0.0020959124277833145,0.0020959124277833145
483,6962,0.9219,0.92273,0.92034,0.92303,0.9202,6962,2023-11-15 15:00:00,0.92277,-0.0026333755973860576,0.0026333755973860576
484,5732,0.9209,0.92034,0.92146,0.92175,0.9199,5732,2023-11-15 16:00:00,0.92034,0.0012169415650736671,0.0012169415650736671
485,4352,0.9216,0.92147,0.92129,0.92221,0.920895,4352,2023-11-15 17:00:00,0.92146,-0.00018448983135447276,0.00018448983135447276
486,3763,0.9219,0.92129,0.92196,0.92231,0.92098,3763,2023-11-15 18:00:00,0.92129,0.0007272411509947447,0.0007272411509947447
487,3325,0.922,0.92198,0.92193,0.92239,0.921574,3325,2023-11-15 19:00:00,0.92196,-3.253937264086782e-05,3.253937264086782e-05
488,3057,0.922,0.92195,0.92222,0.92227,0.921659,3057,2023-11-15 20:00:00,0.92193,0.0003145575043658547,0.0003145575043658547
489,1704,0.922,0.92223,0.92187,0.92225,0.9217,1704,2023-11-15 21:00:00,0.92222,-0.00037951898679281784,0.00037951898679281784
490,1295,0.9216,0.92187,0.9215,0.922,0.9211,1295,2023-11-15 22:00:00,0.92187,-0.0004013581090609104,0.0004013581090609104
491,1191,0.9216,0.92156,0.9211,0.92179,0.9211,1191,2023-11-15 23:00:00,0.9215,-0.0004340748779163928,0.0004340748779163928
492,2082,0.9213,0.92127,0.92119,0.92155,0.921,2082,2023-11-16 00:00:00,0.9211,9.770926066651121e-05,9.770926066651121e-05
493,2933,0.9219,0.92119,0.92215,0.92231,0.9209,2933,2023-11-16 01:00:00,0.92119,0.0010421302879971253,0.0010421302879971253
494,3059,0.9227,0.92214,0.92304,0.92331,0.9219,3059,2023-11-16 02:00:00,0.92215,0.0009651358238897646,0.0009651358238897646
495,2004,0.923,0.9228,0.923,0.92319,0.9227,2004,2023-11-16 03:00:00,0.92304,-4.333506673592584e-05,4.333506673592584e-05
496,1518,0.9229,0.9229,0.92272,0.92314,0.922424,1518,2023-11-16 04:00:00,0.923,-0.00030335861321783094,0.00030335861321783094
497,2069,0.9227,0.92273,0.92265,0.92304,0.9223,2069,2023-11-16 05:00:00,0.92272,-7.586266689788289e-05,7.586266689788289e-05
498,2534,0.9226,0.92265,0.92255,0.92279,0.922169,2534,2023-11-16 06:00:00,0.92265,-0.00010838346068388771,0.00010838346068388771
499,3528,0.9225,0.9224,0.92241,0.923,0.9217,3528,2023-11-16 07:00:00,0.92255,-0.00015175329250450274,0.00015175329250450274
500,5044,0.9218,0.92241,0.92122,0.92261,0.92098,5044,2023-11-16 08:00:00,0.92241,-0.0012900987630228569,0.0012900987630228569
501,2856,0.9286,0.92886,0.92831,0.92889,0.928,2856,2023-12-11 00:00:00,,,
502,3552,0.9284,0.92828,0.92869,0.92871,0.928,3552,2023-12-11 01:00:00,0.92831,0.00040934601587836714,0.00040934601587836714
503,2311,0.9288,0.92871,0.9288,0.92899,0.9284,2311,2023-12-11 02:00:00,0.92869,0.00011844641376556598,0.00011844641376556598
504,1919,0.9288,0.92881,0.92889,0.92903,0.9284,1919,2023-12-11 03:00:00,0.9288,9.68992248062387e-05,9.68992248062387e-05
505,1720,0.9291,0.92891,0.92907,0.92925,0.9287,1720,2023-12-11 04:00:00,0.92889,0.0001937796725123082,0.0001937796725123082
506,1749,0.9289,0.92906,0.92863,0.92915,0.9284,1749,2023-12-11 05:00:00,0.92907,-0.00047359187144132946,0.00047359187144132946
507,2273,0.9286,0.92864,0.9284,0.92876,0.9282,2273,2023-12-11 06:00:00,0.92863,-0.00024767668500904824,0.00024767668500904824
508,4161,0.9291,0.92851,0.92969,0.92994,0.92814,4161,2023-12-11 07:00:00,0.9284,0.001389487289961238,0.001389487289961238
509,5410,0.9292,0.92972,0.92885,0.93005,0.9282,5410,2023-12-11 08:00:00,0.92969,-0.0009035269821123847,0.0009035269821123847
510,4604,0.9291,0.92887,0.92876,0.92956,0.9284,4604,2023-12-11 09:00:00,0.92885,-9.689400872037841e-05,9.689400872037841e-05
511,4449,0.9282,0.92875,0.92818,0.92876,0.9276,4449,2023-12-11 10:00:00,0.92876,-0.0006244885653990535,0.0006244885653990535
512,4363,0.9285,0.9282,0.92863,0.92906,0.9277,4363,2023-12-11 11:00:00,0.92818,0.0004848197547888884,0.0004848197547888884
513,4332,0.929,0.92865,0.92923,0.92972,0.9282,4332,2023-12-11 12:00:00,0.92863,0.0006461130913281339,0.0006461130913281339
514,5168,0.9294,0.92925,0.92905,0.92998,0.9287,5168,2023-12-11 13:00:00,0.92923,-0.0001937087696264197,0.0001937087696264197
515,6331,0.93,0.92905,0.92996,0.93076,0.9289,6331,2023-12-11 14:00:00,0.92905,0.0009794951832516724,0.0009794951832516724
516,6051,0.9302,0.92996,0.93072,0.93092,0.9291,6051,2023-12-11 15:00:00,0.92996,0.0008172394511591712,0.0008172394511591712
517,4970,0.9305,0.93073,0.9304,0.93092,0.93,4970,2023-12-11 16:00:00,0.93072,-0.0003438198384046619,0.0003438198384046619
518,3735,0.9302,0.93053,0.93071,0.93078,0.9295,3735,2023-12-11 17:00:00,0.9304,0.00033319002579539173,0.00033319002579539173
519,4263,0.9297,0.93071,0.92903,0.93083,0.9288,4263,2023-12-11 18:00:00,0.93071,-0.00180507354600253,0.00180507354600253
520,3564,0.9289,0.92907,0.92923,0.92927,0.9282,3564,2023-12-11 19:00:00,0.92903,0.0002152783010236246,0.0002152783010236246
521,2266,0.9291,0.92924,0.92892,0.92928,0.9287,2266,2023-12-11 20:00:00,0.92923,-0.00033360954769005787,0.00033360954769005787
522,1980,0.9289,0.92894,0.9287,0.92901,0.9287,1980,2023-12-11 21:00:00,0.92892,-0.0002368341730181264,0.0002368341730181264
523,1121,0.9289,0.9287,0.9289,0.92941,0.9285,1121,2023-12-11 22:00:00,0.9287,0.0002153547970280801,0.0002153547970280801
524,1014,0.9289,0.92884,0.92887,0.92901,0.9285,1014,2023-12-11 23:00:00,0.9289,-3.229626439872375e-05,3.229626439872375e-05
525,2200,0.9289,0.92886,0.92891,0.92904,0.9286,2200,2023-12-12 00:00:00,0.92887,4.3063076641553724e-05,4.3063076641553724e-05
526,2585,0.9287,0.92891,0.92893,0.92897,0.9283,2585,2023-12-12 01:00:00,0.92891,2.1530611146418922e-05,2.1530611146418922e-05
527,2279,0.9287,0.92892,0.92918,0.9292,0.9282,2279,2023-12-12 02:00:00,0.92893,0.0002691268448644919,0.0002691268448644919
528,2073,0.9287,0.9289,0.9285,0.92924,0.9283,2073,2023-12-12 03:00:00,0.92918,-0.000731828063453813,0.000731828063453813
529,1634,0.9287,0.92863,0.92889,0.92898,0.9283,1634,2023-12-12 04:00:00,0.9285,0.00042003231017770755,0.00042003231017770755
530,2025,0.9286,0.9287,0.92856,0.9289,0.9281,2025,2023-12-12 05:00:00,0.92889,-0.0003552627329392516,0.0003552627329392516
531,2091,0.9283,0.92854,0.92766,0.92859,0.9274,2091,2023-12-12 06:00:00,0.92856,-0.0009692426983716851,0.0009692426983716851
532,3790,0.9277,0.92765,0.92781,0.92813,0.9271,3790,2023-12-12 07:00:00,0.92766,0.0001616971735333888,0.0001616971735333888
533,5208,0.9272,0.92784,0.92717,0.92823,0.9264,5208,2023-12-12 08:00:00,0.92781,-0.0006897964022806113,0.0006897964022806113
534,4541,0.927,0.92716,0.92635,0.92757,0.9259,4541,2023-12-12 09:00:00,0.92717,-0.0008844117044339688,0.0008844117044339688
535,4489,0.9259,0.92637,0.92581,0.92653,0.9251,4489,2023-12-12 10:00:00,0.92635,-0.000582933016678345,0.000582933016678345
536,3758,0.9261,0.92581,0.92618,0.92656,0.9256,3758,2023-12-12 11:00:00,0.92581,0.0003996500361845103,0.0003996500361845103
537,3837,0.9258,0.92617,0.92606,0.92627,0.9252,3837,2023-12-12 12:00:00,0.92618,-0.00012956444751561144,0.00012956444751561144
538,8825,0.926,0.92602,0.9278,0.92813,0.92337,8825,2023-12-12 13:00:00,0.92606,0.001878927931235518,0.001878927931235518
539,8506,0.9275,0.92791,0.9281,0.92874,0.9258,8506,2023-12-12 14:00:00,0.9278,0.0003233455486096982,0.0003233455486096982
540,6914,0.9275,0.92813,0.92727,0.92857,0.9266,6914,2023-12-12 15:00:00,0.9281,-0.0008943001831699142,0.0008943001831699142
541,5355,0.9269,0.92725,0.92685,0.92751,0.9263,5355,2023-12-12 16:00:00,0.92727,-0.000452942508654531,0.000452942508654531
542,4173,0.9267,0.92679,0.9269,0.92727,0.926,4173,2023-12-12 17:00:00,0.92685,5.394616173058693e-05,5.394616173058693e-05
543,4222,0.9265,0.9269,0.9263,0.92703,0.9258,4222,2023-12-12 18:00:00,0.9269,-0.0006473190203904779,0.0006473190203904779
544,2987,0.9266,0.9265,0.9266,0.92696,0.9262,2987,2023-12-12 19:00:00,0.9263,0.0003238691568605926,0.0003238691568605926
545,2957,0.9263,0.92673,0.92613,0.92682,0.9258,2957,2023-12-12 20:00:00,0.9266,-0.0005072307360241425,0.0005072307360241425
546,2168,0.9262,0.92618,0.9263,0.92641,0.9258,2168,2023-12-12 21:00:00,0.92613,0.0001835595434766215,0.0001835595434766215
547,1084,0.9262,0.9263,0.92617,0.92645,0.9258,1084,2023-12-12 22:00:00,0.9263,-0.00014034330130623283,0.00014034330130623283
548,1223,0.926,0.92612,0.92603,0.92629,0.9257,1223,2023-12-12 23:00:00,0.92617,-0.00015116015418338856,0.00015116015418338856
549,2164,0.9264,0.92603,0.92644,0.92665,0.9256,2164,2023-12-13 00:00:00,0.92603,0.00044275023487362337,0.00044275023487362337
550,2364,0.9264,0.92643,0.92644,0.92665,0.926,2364,2023-12-13 01:00:00,0.92644,0.0,0.0
551,2298,0.9269,0.92646,0.92698,0.92725,0.9263,2298,2023-12-13 02:00:00,0.92644,0.0005828763870299047,0.0005828763870299047
552,1857,0.927,0.92697,0.92698,0.92723,0.9266,1857,2023-12-13 03:00:00,0.92698,0.0,0.0
553,1724,0.927,0.92699,0.92707,0.92712,0.9265,1724,2023-12-13 04:00:00,0.92698,9.708947334346314e-05,9.708947334346314e-05
554,1942,0.9268,0.9269,0.92675,0.92707,0.9264,1942,2023-12-13 05:00:00,0.92707,-0.0003451735036189144,0.0003451735036189144
555,2725,0.9271,0.92675,0.92728,0.92754,0.9264,2725,2023-12-13 06:00:00,0.92675,0.0005718910169949075,0.0005718910169949075
556,3679,0.9272,0.92723,0.92714,0.9276,0.9266,3679,2023-12-13 07:00:00,0.92728,-0.000150979208006243,0.000150979208006243
557,5075,0.9269,0.92718,0.92679,0.92736,0.9264,5075,2023-12-13 08:00:00,0.92714,-0.00037750501542373476,0.00037750501542373476
558,4507,0.9271,0.92682,0.927,0.92755,0.9264,4507,2023-12-13 09:00:00,0.92679,0.000226588547567457,0.000226588547567457
559,4266,0.9277,0.92699,0.92782,0.92824,0.9268,4266,2023-12-13 10:00:00,0.927,0.0008845738942825586,0.0008845738942825586
560,3784,0.9276,0.92782,0.92729,0.92816,0.927,3784,2023-12-13 11:00:00,0.92782,-0.0005712314888664078,0.0005712314888664078
561,3575,0.9272,0.92728,0.92744,0.92754,0.9266,3575,2023-12-13 12:00:00,0.92729,0.00016176169267445408,0.00016176169267445408
562,6274,0.9265,0.92743,0.92588,0.92743,0.9255,6274,2023-12-13 13:00:00,0.92744,-0.0016820495126369424,0.0016820495126369424
563,7078,0.9263,0.92589,0.92667,0.92736,0.925,7078,2023-12-13 14:00:00,0.92588,0.0008532423208190666,0.0008532423208190666
564,5821,0.9268,0.92678,0.92632,0.92722,0.9261,5821,2023-12-13 15:00:00,0.92667,-0.00037769648310613426,0.00037769648310613426
565,4698,0.9267,0.92635,0.92659,0.92714,0.9259,4698,2023-12-13 16:00:00,0.92632,0.0002914759478365926,0.0002914759478365926
566,3587,0.9268,0.92657,0.92728,0.92734,0.9263,3587,2023-12-13 17:00:00,0.92659,0.0007446659255981269,0.0007446659255981269
567,3654,0.9272,0.9273,0.92689,0.92763,0.9266,3654,2023-12-13 18:00:00,0.92728,-0.0004205849365887342,0.0004205849365887342
568,11870,0.9204,0.92676,0.91842,0.92722,0.918,11870,2023-12-13 19:00:00,0.92689,-0.009138085425454991,0.009138085425454991
569,7383,0.919,0.91839,0.91897,0.92036,0.9175,7383,2023-12-13 20:00:00,0.91842,0.0005988545545610281,0.0005988545545610281
570,3211,0.9192,0.91898,0.9195,0.91963,0.9185,3211,2023-12-13 21:00:00,0.91897,0.00057673264633234,0.00057673264633234
571,1432,0.9192,0.9195,0.9192,0.9197,0.9186,1432,2023-12-13 22:00:00,0.9195,-0.0003262642740619543,0.0003262642740619543
572,1763,0.9189,0.91921,0.91886,0.91946,0.9184,1763,2023-12-13 23:00:00,0.9192,-0.00036988685813751844,0.00036988685813751844
573,3543,0.9184,0.91884,0.91798,0.91917,0.9176,3543,2023-12-14 00:00:00,0.91886,-0.0009577084648368543,0.0009577084648368543
574,4103,0.9181,0.91796,0.91768,0.91863,0.9173,4103,2023-12-14 01:00:00,0.91798,-0.0003268045055447471,0.0003268045055447471
575,3578,0.9174,0.9177,0.91703,0.91796,0.9168,3578,2023-12-14 02:00:00,0.91768,-0.0007083079068956928,0.0007083079068956928
576,3646,0.9167,0.91703,0.91688,0.91703,0.9159,3646,2023-12-14 03:00:00,0.91703,-0.00016357152982997663,0.00016357152982997663
577,3043,0.917,0.9169,0.917179,0.91746,0.9164,3043,2023-12-14 04:00:00,0.91688,0.00032610592443933577,0.00032610592443933577
578,3309,0.9176,0.91745,0.91789,0.91797,0.917179,3309,2023-12-14 05:00:00,0.917179,0.0007752030955789624,0.0007752030955789624
579,3555,0.9174,0.91784,0.917095,0.91784,0.9169,3555,2023-12-14 06:00:00,0.91789,-0.0008661168549608234,0.0008661168549608234
580,5463,0.918,0.91727,0.91897,0.91901,0.91659,5463,2023-12-14 07:00:00,0.917095,0.0020444992067342642,0.0020444992067342642
581,7809,0.9178,0.91899,0.91725,0.91912,0.916758,7809,2023-12-14 08:00:00,0.91897,-0.0018716606635689346,0.0018716606635689346
582,7027,0.9168,0.91726,0.91704,0.91737,0.916086,7027,2023-12-14 09:00:00,0.91725,-0.00022894521668034176,0.00022894521668034176
583,5499,0.9168,0.91706,0.91631,0.91754,0.915919,5499,2023-12-14 10:00:00,0.91704,-0.0007960394312134787,0.0007960394312134787
584,1,0.9045,0.9045,0.9045,0.9045,0.9045,1,2023-12-31 22:00:00,,,
585,1,0.9058,0.9058,0.9058,0.9058,0.9058,1,2024-01-01 00:00:00,0.9045,0.0014372581536761513,0.0014372581536761513
586,16,0.9055,0.9059,0.9053,0.9059,0.9051,16,2024-01-01 05:00:00,0.9058,-0.0005519982336057143,0.0005519982336057143
587,11,0.905,0.9051,0.9047,0.9053,0.9047,11,2024-01-01 08:00:00,0.9053,-0.0006627637247321826,0.0006627637247321826
588,163,0.905,0.9046,0.9033,0.9056,0.9031,163,2024-01-01 17:00:00,0.9047,-0.00154747430087317,0.00154747430087317
589,339,0.9052,0.9029,0.9058,0.906,0.9029,339,2024-01-01 18:00:00,0.9033,0.00276762980183777,0.00276762980183777
590,252,0.9056,0.9059,0.9051,0.906,0.9051,252,2024-01-01 19:00:00,0.9058,-0.0007727975270479508,0.0007727975270479508
591,283,0.905,0.9055,0.9051,0.9056,0.9024,283,2024-01-01 20:00:00,0.9051,0.0,0.0
592,374,0.905,0.905,0.9051,0.9053,0.9047,374,2024-01-01 21:00:00,0.9051,0.0,0.0
593,343,0.9051,0.9051,0.9052,0.9054,0.9044,343,2024-01-01 22:00:00,0.9051,0.00011048502927852059,0.00011048502927852059
594,1680,0.9059,0.90533,0.90604,0.90611,0.90519,1680,2024-01-01 23:00:00,0.9052,0.0009279717189570834,0.0009279717189570834
595,1675,0.906,0.90604,0.9059,0.90622,0.9057,1675,2024-01-02 00:00:00,0.90604,-0.0001545185643017063,0.0001545185643017063
596,2426,0.9058,0.90593,0.906,0.90623,0.9053,2426,2024-01-02 01:00:00,0.9059,0.00011038745998453359,0.00011038745998453359
597,2315,0.9069,0.90619,0.9075,0.90755,0.9059,2315,2024-01-02 02:00:00,0.906,0.0016556291390727878,0.0016556291390727878
598,1905,0.9072,0.90751,0.90704,0.90761,0.9068,1905,2024-01-02 03:00:00,0.9075,-0.0005068870523416153,0.0005068870523416153
599,1700,0.9074,0.90704,0.90732,0.9077,0.9068,1700,2024-01-02 04:00:00,0.90704,0.00030869641912160213,0.00030869641912160213
600,2179,0.9068,0.90731,0.9063,0.90733,0.9061,2179,2024-01-02 05:00:00,0.90732,-0.0011241899219680167,0.0011241899219680167
601,1952,0.9064,0.90629,0.90668,0.90682,0.906,1952,2024-01-02 06:00:00,0.9063,0.00041928721174009373,0.00041928721174009373
602,4155,0.9066,0.90669,0.9078,0.9078,0.9057,4155,2024-01-02 07:00:00,0.90668,0.0012352759518242486,0.0012352759518242486
603,5092,0.9066,0.90778,0.90659,0.90778,0.9057,5092,2024-01-02 08:00:00,0.9078,-0.0013328927076449045,0.0013328927076449045
604,4689,0.9067,0.90657,0.9078,0.90819,0.9058,4689,2024-01-02 09:00:00,0.90659,0.0013346716817966714,0.0013346716817966714
605,4759,0.9085,0.90781,0.90842,0.90928,0.9074,4759,2024-01-02 10:00:00,0.9078,0.0006829698171402884,0.0006829698171402884
606,5821,0.9104,0.90845,0.91159,0.91182,0.9082,5821,2024-01-02 11:00:00,0.90842,0.00348957530657626,0.00348957530657626
607,4911,0.912,0.91158,0.91293,0.91293,0.9112,4911,2024-01-02 12:00:00,0.91159,0.0014699590824822648,0.0014699590824822648
608,6065,0.9125,0.91292,0.91299,0.91328,0.9117,6065,2024-01-02 13:00:00,0.91293,6.572245407637933e-05,6.572245407637933e-05
609,6847,0.9129,0.91302,0.91213,0.91363,0.9118,6847,2024-01-02 14:00:00,0.91299,-0.0009419599338437134,0.0009419599338437134
610,7653,0.9128,0.912,0.91373,0.91398,0.9116,7653,2024-01-02 15:00:00,0.91213,0.0017541359236074308,0.0017541359236074308
611,5448,0.913,0.91372,0.91262,0.914,0.9121,5448,2024-01-02 16:00:00,0.91373,-0.0012148008711545591,0.0012148008711545591
612,4186,0.913,0.91264,0.91315,0.91354,0.9124,4186,2024-01-02 17:00:00,0.91262,0.0005807455457912718,0.0005807455457912718
613,3367,0.9131,0.91315,0.91347,0.91351,0.9125,3367,2024-01-02 18:00:00,0.91315,0.0003504353063571012,0.0003504353063571012
614,3121,0.9135,0.91348,0.9135,0.91379,0.913,3121,2024-01-02 19:00:00,0.91347,3.2841801044341345e-05,3.2841801044341345e-05
615,3207,0.9134,0.9135,0.91378,0.91386,0.9129,3207,2024-01-02 20:00:00,0.9135,0.0003065134099617493,0.0003065134099617493
616,2011,0.9139,0.9136,0.9137,0.91419,0.9136,2011,2024-01-02 21:00:00,0.91378,-8.754842522278886e-05,8.754842522278886e-05
617,1287,0.9137,0.9137,0.91381,0.91405,0.91313,1287,2024-01-02 22:00:00,0.9137,0.00012038962460332112,0.00012038962460332112
618,1408,0.9138,0.91378,0.91388,0.91395,0.9134,1408,2024-01-02 23:00:00,0.91381,7.660235716397774e-05,7.660235716397774e-05
619,1687,0.9134,0.91389,0.91325,0.91393,0.913,1687,2024-01-03 00:00:00,0.91388,-0.0006893684072307299,0.0006893684072307299
620,2442,0.9132,0.9132,0.91308,0.91363,0.9126,2442,2024-01-03 01:00:00,0.91325,-0.0001861483712017558,0.0001861483712017558
621,1928,0.9131,0.91308,0.91302,0.91333,0.9127,1928,2024-01-03 02:00:00,0.91308,-6.571165724793992e-05,6.571165724793992e-05
622,1982,0.9127,0.91302,0.9123,0.9133,0.912,1982,2024-01-03 03:00:00,0.91302,-0.0007885917066439442,0.0007885917066439442
623,1587,0.9123,0.9121,0.91218,0.91248,0.911993,1587,2024-01-03 04:00:00,0.9123,-0.00013153567905295295,0.00013153567905295295
624,2233,0.9125,0.9122,0.91308,0.91311,0.9119,2233,2024-01-03 05:00:00,0.91218,0.0009866473722291783,0.0009866473722291783
625,2329,0.9126,0.9128,0.91249,0.91312,0.912076,2329,2024-01-03 06:00:00,0.91308,-0.0006461646296052695,0.0006461646296052695
626,3808,0.9125,0.91253,0.91234,0.91308,0.911993,3808,2024-01-03 07:00:00,0.91249,-0.00016438536312724905,0.00016438536312724905
627,5255,0.9126,0.91238,0.91293,0.9132,0.9118,5255,2024-01-03 08:00:00,0.91234,0.0006466887344630066,0.0006466887344630066
628,5153,0.9138,0.91298,0.914328,0.91449,0.912492,5153,2024-01-03 09:00:00,0.91293,0.0015313331799809518,0.0015313331799809518
629,4525,0.9147,0.91439,0.91503,0.9152,0.9139,4525,2024-01-03 10:00:00,0.914328,0.0007677769903141765,0.0007677769903141765
630,5100,0.9155,0.91504,0.91572,0.91608,0.9147,5100,2024-01-03 11:00:00,0.91503,0.0007540736369299022,0.0007540736369299022
631,4883,0.9154,0.91573,0.91597,0.91616,0.914578,4883,2024-01-03 12:00:00,0.91572,0.00027300921679112883,0.00027300921679112883
